assignment_id,family_id,vehicle_no,driver_no,assignment_type,exposure_factor,effective_date,status
ASS00000001,FAM000317,01,01,primary,1.0,2018-01-16,removed
ASS00000001,FAM000368,01,01,primary,1.0,2018-01-16,removed
ASS00000001,FAM000076,01,01,primary,1.0,2018-01-17,removed
ASS00000001,FAM000197,01,01,primary,1.0,2018-01-17,removed
ASS00000001,FAM000298,01,01,primary,1.0,2018-01-17,removed
ASS00000001,FAM000530,01,01,primary,1.0,2018-01-17,removed
ASS00000001,FAM000711,01,01,primary,1.0,2018-01-17,removed
ASS00000001,FAM000756,01,01,primary,1.0,2018-01-17,removed
ASS00000001,FAM000527,01,01,primary,1.0,2018-01-18,removed
ASS00000001,FAM000618,01,01,primary,1.0,2018-01-18,removed
ASS00000001,FAM000899,01,01,primary,1.0,2018-01-18,removed
ASS00000001,FAM000008,01,01,primary,1.0,2018-01-19,removed
ASS00000001,FAM000016,01,01,primary,1.0,2018-01-19,removed
ASS00000001,FAM000306,01,01,primary,1.0,2018-01-19,active
ASS00000001,FAM000116,01,01,primary,1.0,2018-01-20,removed
ASS00000001,FAM000939,01,01,primary,1.0,2018-01-20,removed
ASS00000001,FAM000990,01,01,primary,1.0,2018-01-20,removed
ASS00000001,FAM000041,01,01,primary,1.0,2018-01-21,removed
ASS00000001,FAM000588,01,01,primary,1.0,2018-01-21,removed
ASS00000001,FAM000646,01,01,primary,1.0,2018-01-21,removed
ASS00000001,FAM000948,01,01,primary,1.0,2018-01-21,removed
ASS00000001,FAM000374,01,01,primary,1.0,2018-01-22,active
ASS00000001,FAM000657,01,01,primary,1.0,2018-01-22,removed
ASS00000001,FAM000798,01,01,primary,1.0,2018-01-22,removed
ASS00000001,FAM000326,01,01,primary,1.0,2018-01-23,removed
ASS00000001,FAM000647,01,01,primary,1.0,2018-01-23,removed
ASS00000001,FAM000974,01,01,primary,1.0,2018-01-23,removed
ASS00000001,FAM001042,01,01,primary,1.0,2018-01-23,removed
ASS00000001,FAM000371,01,01,primary,1.0,2018-01-25,removed
ASS00000001,FAM001088,01,01,primary,1.0,2018-01-25,removed
ASS00000001,FAM000842,01,01,primary,1.0,2018-01-26,removed
ASS00000001,FAM000930,01,01,primary,1.0,2018-01-26,removed
ASS00000001,FAM001040,01,01,primary,1.0,2018-01-26,active
ASS00000001,FAM000063,01,01,primary,1.0,2018-01-27,removed
ASS00000001,FAM000860,01,01,primary,1.0,2018-01-27,removed
ASS00000001,FAM000350,01,01,primary,1.0,2018-01-28,removed
ASS00000001,FAM000433,01,01,primary,1.0,2018-01-28,removed
ASS00000001,FAM000619,01,01,primary,1.0,2018-01-28,removed
ASS00000001,FAM000851,01,01,primary,1.0,2018-01-28,removed
ASS00000001,FAM001009,01,01,primary,1.0,2018-01-28,active
ASS00000001,FAM000483,01,01,primary,1.0,2018-01-29,removed
ASS00000001,FAM000599,01,01,primary,1.0,2018-01-29,removed
ASS00000001,FAM000355,01,01,primary,1.0,2018-01-30,removed
ASS00000001,FAM000480,01,01,primary,1.0,2018-01-30,removed
ASS00000001,FAM000044,01,01,primary,1.0,2018-01-31,removed
ASS00000001,FAM000082,01,01,primary,1.0,2018-01-31,removed
ASS00000001,FAM000695,01,01,primary,1.0,2018-01-31,removed
ASS00000001,FAM000870,01,01,primary,1.0,2018-01-31,removed
ASS00000001,FAM000882,01,01,primary,1.0,2018-01-31,removed
ASS00000001,FAM000885,01,01,primary,1.0,2018-01-31,removed
ASS00000001,FAM000329,01,01,primary,1.0,2018-02-01,removed
ASS00000001,FAM000389,01,01,primary,1.0,2018-02-01,removed
ASS00000001,FAM000685,01,01,primary,1.0,2018-02-01,removed
ASS00000001,FAM001028,01,01,primary,1.0,2018-02-01,removed
ASS00000001,FAM001033,01,01,primary,1.0,2018-02-01,removed
ASS00000001,FAM000472,01,01,primary,1.0,2018-02-02,active
ASS00000001,FAM000487,01,01,primary,1.0,2018-02-03,removed
ASS00000001,FAM000836,01,01,primary,1.0,2018-02-03,removed
ASS00000001,FAM000038,01,01,primary,1.0,2018-02-04,removed
ASS00000001,FAM000223,01,01,primary,1.0,2018-02-04,removed
ASS00000001,FAM000697,01,01,primary,1.0,2018-02-04,active
ASS00000001,FAM000043,01,01,primary,1.0,2018-02-05,removed
ASS00000001,FAM000519,01,01,primary,1.0,2018-02-06,removed
ASS00000001,FAM000675,01,01,primary,1.0,2018-02-06,removed
ASS00000001,FAM000725,01,01,primary,1.0,2018-02-06,removed
ASS00000001,FAM000923,01,01,primary,1.0,2018-02-06,removed
ASS00000001,FAM001070,01,01,primary,1.0,2018-02-06,removed
ASS00000001,FAM001077,01,01,primary,1.0,2018-02-06,removed
ASS00000001,FAM000363,01,01,primary,1.0,2018-02-07,removed
ASS00000001,FAM000388,01,01,primary,1.0,2018-02-07,removed
ASS00000001,FAM001098,01,01,primary,1.0,2018-02-07,removed
ASS00000001,FAM000092,01,01,primary,1.0,2018-02-08,removed
ASS00000001,FAM000118,01,01,primary,1.0,2018-02-08,removed
ASS00000001,FAM000133,01,01,primary,1.0,2018-02-08,active
ASS00000001,FAM000426,01,01,primary,1.0,2018-02-08,removed
ASS00000001,FAM000715,01,01,primary,1.0,2018-02-08,removed
ASS00000001,FAM001075,01,01,primary,1.0,2018-02-08,removed
ASS00000001,FAM000015,01,01,primary,1.0,2018-02-09,removed
ASS00000001,FAM000178,01,01,primary,1.0,2018-02-09,removed
ASS00000001,FAM000233,01,01,primary,1.0,2018-02-09,removed
ASS00000001,FAM000611,01,01,primary,1.0,2018-02-09,removed
ASS00000001,FAM000900,01,01,primary,1.0,2018-02-09,removed
ASS00000001,FAM000937,01,01,primary,1.0,2018-02-09,removed
ASS00000001,FAM000073,01,01,primary,1.0,2018-02-10,removed
ASS00000001,FAM000789,01,01,primary,1.0,2018-02-11,removed
ASS00000001,FAM000980,01,01,primary,1.0,2018-02-11,removed
ASS00000001,FAM001032,01,01,primary,1.0,2018-02-11,removed
ASS00000001,FAM000056,01,01,primary,1.0,2018-02-12,removed
ASS00000001,FAM000587,01,01,primary,1.0,2018-02-12,removed
ASS00000001,FAM000820,01,01,primary,1.0,2018-02-12,removed
ASS00000001,FAM000175,01,01,primary,1.0,2018-02-13,removed
ASS00000001,FAM000185,01,01,primary,1.0,2018-02-13,removed
ASS00000001,FAM000511,01,01,primary,1.0,2018-02-13,removed
ASS00000001,FAM000736,01,01,primary,1.0,2018-02-13,removed
ASS00000001,FAM000228,01,01,primary,1.0,2018-02-14,removed
ASS00000001,FAM000512,01,01,primary,1.0,2018-02-14,removed
ASS00000001,FAM000615,01,01,primary,1.0,2018-02-14,removed
ASS00000001,FAM000824,01,01,primary,1.0,2018-02-14,removed
ASS00000001,FAM000856,01,01,primary,1.0,2018-02-14,removed
ASS00000001,FAM001058,01,01,primary,1.0,2018-02-14,removed
ASS00000001,FAM000174,01,01,primary,1.0,2018-02-15,removed
ASS00000001,FAM000348,01,01,primary,1.0,2018-02-15,removed
ASS00000001,FAM000423,01,01,primary,1.0,2018-02-15,removed
ASS00000001,FAM000481,01,01,primary,1.0,2018-02-15,removed
ASS00000001,FAM000932,01,01,primary,1.0,2018-02-15,active
ASS00000001,FAM000049,01,01,primary,1.0,2018-02-17,removed
ASS00000001,FAM000400,01,01,primary,1.0,2018-02-17,removed
ASS00000001,FAM000593,01,01,primary,1.0,2018-02-17,removed
ASS00000001,FAM000962,01,01,primary,1.0,2018-02-17,active
ASS00000001,FAM000334,01,01,primary,1.0,2018-02-18,removed
ASS00000001,FAM000495,01,01,primary,1.0,2018-02-18,removed
ASS00000001,FAM000544,01,01,primary,1.0,2018-02-18,removed
ASS00000001,FAM000289,01,01,primary,1.0,2018-02-19,removed
ASS00000001,FAM000396,01,01,primary,1.0,2018-02-19,removed
ASS00000001,FAM000744,01,01,primary,1.0,2018-02-19,removed
ASS00000001,FAM000035,01,01,primary,1.0,2018-02-20,removed
ASS00000001,FAM000061,01,01,primary,1.0,2018-02-20,removed
ASS00000001,FAM000120,01,01,primary,1.0,2018-02-20,active
ASS00000001,FAM000281,01,01,primary,1.0,2018-02-20,removed
ASS00000001,FAM000474,01,01,primary,1.0,2018-02-20,removed
ASS00000001,FAM001019,01,01,primary,1.0,2018-02-20,removed
ASS00000001,FAM000098,01,01,primary,1.0,2018-02-21,removed
ASS00000001,FAM000119,01,01,primary,1.0,2018-02-21,active
ASS00000001,FAM000434,01,01,primary,1.0,2018-02-21,removed
ASS00000001,FAM000941,01,01,primary,1.0,2018-02-21,removed
ASS00000001,FAM001085,01,01,primary,1.0,2018-02-21,removed
ASS00000001,FAM000055,01,01,primary,1.0,2018-02-22,removed
ASS00000001,FAM000156,01,01,primary,1.0,2018-02-22,removed
ASS00000001,FAM000441,01,01,primary,1.0,2018-02-22,removed
ASS00000001,FAM000648,01,01,primary,1.0,2018-02-22,removed
ASS00000001,FAM000473,01,01,primary,1.0,2018-02-23,removed
ASS00000001,FAM000667,01,01,primary,1.0,2018-02-23,removed
ASS00000001,FAM000724,01,01,primary,1.0,2018-02-23,removed
ASS00000001,FAM000883,01,01,primary,1.0,2018-02-23,removed
ASS00000001,FAM000933,01,01,primary,1.0,2018-02-23,removed
ASS00000001,FAM001102,01,01,primary,1.0,2018-02-23,removed
ASS00000001,FAM000173,01,01,primary,1.0,2018-02-24,removed
ASS00000001,FAM000367,01,01,primary,1.0,2018-02-25,removed
ASS00000001,FAM000386,01,01,primary,1.0,2018-02-25,active
ASS00000001,FAM001099,01,01,primary,1.0,2018-02-25,removed
ASS00000001,FAM000604,01,01,primary,1.0,2018-02-26,removed
ASS00000001,FAM000660,01,01,primary,1.0,2018-02-26,removed
ASS00000001,FAM000749,01,01,primary,1.0,2018-02-26,removed
ASS00000001,FAM000144,01,01,primary,1.0,2018-02-27,removed
ASS00000001,FAM000497,01,01,primary,1.0,2018-02-27,removed
ASS00000001,FAM000501,01,01,primary,1.0,2018-02-28,removed
ASS00000001,FAM000191,01,01,primary,1.0,2018-03-01,removed
ASS00000001,FAM000573,01,01,primary,1.0,2018-03-01,removed
ASS00000001,FAM000982,01,01,primary,1.0,2018-03-01,removed
ASS00000001,FAM000998,01,01,primary,1.0,2018-03-01,removed
ASS00000001,FAM000011,01,01,primary,1.0,2018-03-02,removed
ASS00000001,FAM000727,01,01,primary,1.0,2018-03-02,removed
ASS00000001,FAM001003,01,01,primary,1.0,2018-03-02,removed
ASS00000001,FAM000606,01,01,primary,1.0,2018-03-03,removed
ASS00000001,FAM000009,01,01,primary,1.0,2018-03-04,removed
ASS00000001,FAM000147,01,01,primary,1.0,2018-03-04,removed
ASS00000001,FAM000412,01,01,primary,1.0,2018-03-04,removed
ASS00000001,FAM000706,01,01,primary,1.0,2018-03-04,removed
ASS00000001,FAM000707,01,01,primary,1.0,2018-03-04,removed
ASS00000001,FAM000029,01,01,primary,1.0,2018-03-05,removed
ASS00000001,FAM000286,01,01,primary,1.0,2018-03-05,removed
ASS00000001,FAM000539,01,01,primary,1.0,2018-03-05,removed
ASS00000001,FAM000546,01,01,primary,1.0,2018-03-05,removed
ASS00000001,FAM000975,01,01,primary,1.0,2018-03-05,removed
ASS00000001,FAM001061,01,01,primary,1.0,2018-03-05,removed
ASS00000001,FAM001089,01,01,primary,1.0,2018-03-05,removed
ASS00000001,FAM000471,01,01,primary,1.0,2018-03-06,removed
ASS00000001,FAM000620,01,01,primary,1.0,2018-03-06,removed
ASS00000001,FAM000645,01,01,primary,1.0,2018-03-06,removed
ASS00000001,FAM000808,01,01,primary,1.0,2018-03-06,removed
ASS00000001,FAM001055,01,01,primary,1.0,2018-03-06,removed
ASS00000001,FAM000489,01,01,primary,1.0,2018-03-07,removed
ASS00000001,FAM000285,01,01,primary,1.0,2018-03-08,removed
ASS00000001,FAM000290,01,01,primary,1.0,2018-03-08,removed
ASS00000001,FAM000687,01,01,primary,1.0,2018-03-08,active
ASS00000001,FAM000743,01,01,primary,1.0,2018-03-08,removed
ASS00000001,FAM000136,01,01,primary,1.0,2018-03-09,removed
ASS00000001,FAM000293,01,01,primary,1.0,2018-03-09,removed
ASS00000001,FAM000339,01,01,primary,1.0,2018-03-09,removed
ASS00000001,FAM000534,01,01,primary,1.0,2018-03-09,removed
ASS00000001,FAM000852,01,01,primary,1.0,2018-03-10,removed
ASS00000001,FAM000150,01,01,primary,1.0,2018-03-11,removed
ASS00000001,FAM000448,01,01,primary,1.0,2018-03-11,removed
ASS00000001,FAM000913,01,01,primary,1.0,2018-03-11,removed
ASS00000001,FAM000058,01,01,primary,1.0,2018-03-12,removed
ASS00000001,FAM000236,01,01,primary,1.0,2018-03-12,removed
ASS00000001,FAM000402,01,01,primary,1.0,2018-03-12,removed
ASS00000001,FAM000516,01,01,primary,1.0,2018-03-12,removed
ASS00000001,FAM000999,01,01,primary,1.0,2018-03-12,removed
ASS00000001,FAM000303,01,01,primary,1.0,2018-03-13,removed
ASS00000001,FAM000117,01,01,primary,1.0,2018-03-14,removed
ASS00000001,FAM000469,01,01,primary,1.0,2018-03-14,removed
ASS00000001,FAM000813,01,01,primary,1.0,2018-03-14,active
ASS00000001,FAM000028,01,01,primary,1.0,2018-03-15,removed
ASS00000001,FAM000538,01,01,primary,1.0,2018-03-15,removed
ASS00000001,FAM000768,01,01,primary,1.0,2018-03-15,removed
ASS00000001,FAM000896,01,01,primary,1.0,2018-03-15,removed
ASS00000001,FAM000201,01,01,primary,1.0,2018-03-16,removed
ASS00000001,FAM000878,01,01,primary,1.0,2018-03-16,removed
ASS00000001,FAM000829,01,01,primary,1.0,2018-03-17,removed
ASS00000001,FAM000245,01,01,primary,1.0,2018-03-18,removed
ASS00000001,FAM000345,01,01,primary,1.0,2018-03-18,removed
ASS00000001,FAM000643,01,01,primary,1.0,2018-03-18,removed
ASS00000001,FAM000757,01,01,primary,1.0,2018-03-18,removed
ASS00000001,FAM000780,01,01,primary,1.0,2018-03-18,active
ASS00000001,FAM000819,01,01,primary,1.0,2018-03-18,removed
ASS00000001,FAM000264,01,01,primary,1.0,2018-03-19,removed
ASS00000001,FAM000847,01,01,primary,1.0,2018-03-19,removed
ASS00000001,FAM000057,01,01,primary,1.0,2018-03-20,removed
ASS00000001,FAM000381,01,01,primary,1.0,2018-03-20,removed
ASS00000001,FAM000585,01,01,primary,1.0,2018-03-20,removed
ASS00000001,FAM001091,01,01,primary,1.0,2018-03-20,removed
ASS00000001,FAM000436,01,01,primary,1.0,2018-03-21,removed
ASS00000001,FAM000850,01,01,primary,1.0,2018-03-21,active
ASS00000001,FAM000557,01,01,primary,1.0,2018-03-22,removed
ASS00000001,FAM000742,01,01,primary,1.0,2018-03-22,removed
ASS00000001,FAM000775,01,01,primary,1.0,2018-03-23,removed
ASS00000001,FAM001020,01,01,primary,1.0,2018-03-23,removed
ASS00000001,FAM000160,01,01,primary,1.0,2018-03-24,removed
ASS00000001,FAM000243,01,01,primary,1.0,2018-03-24,removed
ASS00000001,FAM000428,01,01,primary,1.0,2018-03-24,removed
ASS00000001,FAM000751,01,01,primary,1.0,2018-03-24,removed
ASS00000001,FAM000450,01,01,primary,1.0,2018-03-25,removed
ASS00000001,FAM000486,01,01,primary,1.0,2018-03-25,removed
ASS00000001,FAM000104,01,01,primary,1.0,2018-03-26,removed
ASS00000001,FAM000132,01,01,primary,1.0,2018-03-26,active
ASS00000001,FAM000208,01,01,primary,1.0,2018-03-26,active
ASS00000001,FAM000336,01,01,primary,1.0,2018-03-26,removed
ASS00000001,FAM000584,01,01,primary,1.0,2018-03-26,removed
ASS00000001,FAM000325,01,01,primary,1.0,2018-03-27,removed
ASS00000001,FAM000774,01,01,primary,1.0,2018-03-27,removed
ASS00000001,FAM000562,01,01,primary,1.0,2018-03-28,removed
ASS00000001,FAM000694,01,01,primary,1.0,2018-03-28,removed
ASS00000001,FAM000714,01,01,primary,1.0,2018-03-28,removed
ASS00000001,FAM001054,01,01,primary,1.0,2018-03-28,active
ASS00000001,FAM000121,01,01,primary,1.0,2018-03-29,removed
ASS00000001,FAM000415,01,01,primary,1.0,2018-03-29,removed
ASS00000001,FAM000629,01,01,primary,1.0,2018-03-29,active
ASS00000001,FAM000811,01,01,primary,1.0,2018-03-29,removed
ASS00000001,FAM000973,01,01,primary,1.0,2018-03-29,active
ASS00000001,FAM000981,01,01,primary,1.0,2018-03-29,removed
ASS00000001,FAM001056,01,01,primary,1.0,2018-03-29,removed
ASS00000001,FAM001093,01,01,primary,1.0,2018-03-29,active
ASS00000001,FAM000804,01,01,primary,1.0,2018-03-30,removed
ASS00000001,FAM000137,01,01,primary,1.0,2018-03-31,removed
ASS00000001,FAM000664,01,01,primary,1.0,2018-03-31,active
ASS00000001,FAM000919,01,01,primary,1.0,2018-03-31,removed
ASS00000001,FAM001007,01,01,primary,1.0,2018-03-31,removed
ASS00000001,FAM000268,01,01,primary,1.0,2018-04-01,removed
ASS00000001,FAM000424,01,01,primary,1.0,2018-04-01,active
ASS00000001,FAM000284,01,01,primary,1.0,2018-04-02,removed
ASS00000001,FAM000831,01,01,primary,1.0,2018-04-02,removed
ASS00000001,FAM000943,01,01,primary,1.0,2018-04-02,removed
ASS00000001,FAM000421,01,01,primary,1.0,2018-04-03,removed
ASS00000001,FAM000708,01,01,primary,1.0,2018-04-03,removed
ASS00000001,FAM000887,01,01,primary,1.0,2018-04-03,removed
ASS00000001,FAM000064,01,01,primary,1.0,2018-04-04,removed
ASS00000001,FAM000484,01,01,primary,1.0,2018-04-04,removed
ASS00000001,FAM000739,01,01,primary,1.0,2018-04-04,removed
ASS00000001,FAM000942,01,01,primary,1.0,2018-04-04,removed
ASS00000001,FAM000039,01,01,primary,1.0,2018-04-05,removed
ASS00000001,FAM000321,01,01,primary,1.0,2018-04-05,removed
ASS00000001,FAM000822,01,01,primary,1.0,2018-04-05,removed
ASS00000001,FAM000921,01,01,primary,1.0,2018-04-05,removed
ASS00000001,FAM001012,01,01,primary,1.0,2018-04-05,removed
ASS00000001,FAM000077,01,01,primary,1.0,2018-04-06,removed
ASS00000001,FAM000279,01,01,primary,1.0,2018-04-06,removed
ASS00000001,FAM000369,01,01,primary,1.0,2018-04-06,removed
ASS00000001,FAM000514,01,01,primary,1.0,2018-04-06,removed
ASS00000001,FAM000352,01,01,primary,1.0,2018-04-08,removed
ASS00000001,FAM000926,01,01,primary,1.0,2018-04-08,removed
ASS00000001,FAM000287,01,01,primary,1.0,2018-04-09,removed
ASS00000001,FAM000308,01,01,primary,1.0,2018-04-09,removed
ASS00000001,FAM000462,01,01,primary,1.0,2018-04-09,active
ASS00000001,FAM000745,01,01,primary,1.0,2018-04-09,removed
ASS00000001,FAM000769,01,01,primary,1.0,2018-04-09,removed
ASS00000001,FAM000801,01,01,primary,1.0,2018-04-09,removed
ASS00000001,FAM000020,01,01,primary,1.0,2018-04-10,removed
ASS00000001,FAM000547,01,01,primary,1.0,2018-04-10,removed
ASS00000001,FAM000731,01,01,primary,1.0,2018-04-10,removed
ASS00000001,FAM000773,01,01,primary,1.0,2018-04-10,removed
ASS00000001,FAM000093,01,01,primary,1.0,2018-04-11,removed
ASS00000001,FAM000459,01,01,primary,1.0,2018-04-12,removed
ASS00000001,FAM000508,01,01,primary,1.0,2018-04-12,removed
ASS00000001,FAM000800,01,01,primary,1.0,2018-04-12,removed
ASS00000001,FAM000988,01,01,primary,1.0,2018-04-12,removed
ASS00000001,FAM001046,01,01,primary,1.0,2018-04-12,removed
ASS00000001,FAM000561,01,01,primary,1.0,2018-04-13,removed
ASS00000001,FAM000614,01,01,primary,1.0,2018-04-13,removed
ASS00000001,FAM000729,01,01,primary,1.0,2018-04-13,removed
ASS00000001,FAM000786,01,01,primary,1.0,2018-04-13,removed
ASS00000001,FAM000461,01,01,primary,1.0,2018-04-14,removed
ASS00000001,FAM000099,01,01,primary,1.0,2018-04-15,removed
ASS00000001,FAM000764,01,01,primary,1.0,2018-04-15,removed
ASS00000001,FAM000915,01,01,primary,1.0,2018-04-15,removed
ASS00000001,FAM000499,01,01,primary,1.0,2018-04-16,removed
ASS00000001,FAM000732,01,01,primary,1.0,2018-04-16,removed
ASS00000001,FAM000843,01,01,primary,1.0,2018-04-16,removed
ASS00000001,FAM000752,01,01,primary,1.0,2018-04-17,active
ASS00000001,FAM001080,01,01,primary,1.0,2018-04-17,removed
ASS00000001,FAM000845,01,01,primary,1.0,2018-04-18,removed
ASS00000001,FAM000911,01,01,primary,1.0,2018-04-18,removed
ASS00000001,FAM000393,01,01,primary,1.0,2018-04-19,active
ASS00000001,FAM000809,01,01,primary,1.0,2018-04-19,removed
ASS00000001,FAM000330,01,01,primary,1.0,2018-04-20,removed
ASS00000001,FAM000525,01,01,primary,1.0,2018-04-20,removed
ASS00000001,FAM000621,01,01,primary,1.0,2018-04-20,removed
ASS00000001,FAM000046,01,01,primary,1.0,2018-04-22,removed
ASS00000001,FAM000187,01,01,primary,1.0,2018-04-22,active
ASS00000001,FAM000341,01,01,primary,1.0,2018-04-22,removed
ASS00000001,FAM000818,01,01,primary,1.0,2018-04-22,removed
ASS00000001,FAM000992,01,01,primary,1.0,2018-04-22,active
ASS00000001,FAM000502,01,01,primary,1.0,2018-04-23,removed
ASS00000001,FAM000601,01,01,primary,1.0,2018-04-23,removed
ASS00000001,FAM000750,01,01,primary,1.0,2018-04-23,removed
ASS00000001,FAM001053,01,01,primary,1.0,2018-04-23,removed
ASS00000001,FAM000045,01,01,primary,1.0,2018-04-24,removed
ASS00000001,FAM000139,01,01,primary,1.0,2018-04-24,removed
ASS00000001,FAM000199,01,01,primary,1.0,2018-04-24,removed
ASS00000001,FAM000656,01,01,primary,1.0,2018-04-24,removed
ASS00000001,FAM000916,01,01,primary,1.0,2018-04-24,removed
ASS00000001,FAM000500,01,01,primary,1.0,2018-04-25,removed
ASS00000001,FAM000891,01,01,primary,1.0,2018-04-25,removed
ASS00000001,FAM000985,01,01,primary,1.0,2018-04-25,removed
ASS00000001,FAM000318,01,01,primary,1.0,2018-04-26,removed
ASS00000001,FAM000488,01,01,primary,1.0,2018-04-26,removed
ASS00000001,FAM001083,01,01,primary,1.0,2018-04-26,removed
ASS00000001,FAM000231,01,01,primary,1.0,2018-04-27,active
ASS00000001,FAM000332,01,01,primary,1.0,2018-04-27,removed
ASS00000001,FAM000356,01,01,primary,1.0,2018-04-27,removed
ASS00000001,FAM000946,01,01,primary,1.0,2018-04-27,removed
ASS00000001,FAM000115,01,01,primary,1.0,2018-04-28,removed
ASS00000001,FAM000940,01,01,primary,1.0,2018-04-28,removed
ASS00000001,FAM000074,01,01,primary,1.0,2018-04-29,removed
ASS00000001,FAM000283,01,01,primary,1.0,2018-04-29,removed
ASS00000001,FAM000637,01,01,primary,1.0,2018-04-29,removed
ASS00000001,FAM000709,01,01,primary,1.0,2018-04-29,removed
ASS00000001,FAM000025,01,01,primary,1.0,2018-04-30,active
ASS00000001,FAM000164,01,01,primary,1.0,2018-05-01,removed
ASS00000001,FAM000182,01,01,primary,1.0,2018-05-01,removed
ASS00000001,FAM000608,01,01,primary,1.0,2018-05-01,removed
ASS00000001,FAM000395,01,01,primary,1.0,2018-05-02,removed
ASS00000001,FAM000429,01,01,primary,1.0,2018-05-02,removed
ASS00000001,FAM000447,01,01,primary,1.0,2018-05-02,active
ASS00000001,FAM000550,01,01,primary,1.0,2018-05-02,removed
ASS00000001,FAM001015,01,01,primary,1.0,2018-05-02,removed
ASS00000001,FAM001036,01,01,primary,1.0,2018-05-02,removed
ASS00000001,FAM000149,01,01,primary,1.0,2018-05-03,removed
ASS00000001,FAM000442,01,01,primary,1.0,2018-05-03,removed
ASS00000001,FAM000979,01,01,primary,1.0,2018-05-03,removed
ASS00000001,FAM000221,01,01,primary,1.0,2018-05-05,removed
ASS00000001,FAM000323,01,01,primary,1.0,2018-05-05,removed
ASS00000001,FAM001097,01,01,primary,1.0,2018-05-05,removed
ASS00000001,FAM000239,01,01,primary,1.0,2018-05-06,removed
ASS00000001,FAM000418,01,01,primary,1.0,2018-05-06,removed
ASS00000001,FAM000477,01,01,primary,1.0,2018-05-06,removed
ASS00000001,FAM000603,01,01,primary,1.0,2018-05-06,removed
ASS00000001,FAM000670,01,01,primary,1.0,2018-05-06,active
ASS00000001,FAM000728,01,01,primary,1.0,2018-05-06,removed
ASS00000001,FAM001059,01,01,primary,1.0,2018-05-06,removed
ASS00000001,FAM000040,01,01,primary,1.0,2018-05-07,removed
ASS00000001,FAM000075,01,01,primary,1.0,2018-05-07,removed
ASS00000001,FAM000327,01,01,primary,1.0,2018-05-07,removed
ASS00000001,FAM000679,01,01,primary,1.0,2018-05-07,removed
